CaseID,Activity,Resource,completeTimestamp
4508053870_00030,Create Purchase Order Item,user_286,6233
4508053870_00030,Vendor creates invoice,NONE,6432
4508053870_00030,Record Goods Receipt,batch_06,6572
4508053872_00030,Create Purchase Requisition Item,user_439,6216
4508053872_00030,Create Purchase Order Item,user_286,6233
4508053872_00030,Vendor creates invoice,NONE,6432
4508053872_00030,Record Goods Receipt,batch_06,6444
4508053872_00050,Create Purchase Order Item,user_286,6233
4508053872_00050,Change Quantity,user_286,6348
4508053872_00050,Vendor creates invoice,NONE,6696
4508053872_00050,Record Goods Receipt,batch_06,6709
4508053872_00060,Create Purchase Requisition Item,user_440,6216
4508053872_00060,Create Purchase Order Item,user_286,6233
4508053872_00060,Vendor creates invoice,NONE,6792
4508053872_00060,Record Goods Receipt,batch_06,6849
4508053872_00070,Create Purchase Order Item,user_286,6233
4508053872_00070,Vendor creates invoice,NONE,7200
4508053872_00070,Record Goods Receipt,batch_06,7213
4508053873_00010,Create Purchase Order Item,user_286,6233
4508053873_00010,Vendor creates invoice,NONE,6792
4508053873_00010,Record Goods Receipt,batch_06,6849
4508053875_00050,Create Purchase Order Item,user_286,6233
4508053875_00050,Record Goods Receipt,batch_06,6785
4508053876_00010,Create Purchase Requisition Item,batch_08,6216
4508053876_00010,Create Purchase Order Item,user_286,6233
4508053876_00010,Record Goods Receipt,batch_06,6586
4508053877_00010,Create Purchase Requisition Item,user_440,6216
4508053877_00010,Create Purchase Order Item,user_286,6233
4508053877_00010,Change Quantity,user_286,6346
4508053877_00010,Record Goods Receipt,batch_06,6396
4508053877_00020,Create Purchase Order Item,user_286,6346
4508053877_00020,Record Goods Receipt,batch_06,6396
4508053877_00030,Create Purchase Order Item,user_286,6346
4508053877_00030,Record Goods Receipt,batch_06,6396
4508053877_00040,Create Purchase Order Item,user_286,6346
4508053877_00040,Record Goods Receipt,batch_06,6396
4508053922_00070,Create Purchase Order Item,user_164,6248
4508053922_00070,Record Goods Receipt,user_164,6250
4508053930_00080,Create Purchase Order Item,user_164,6248
4508053930_00080,Record Goods Receipt,user_164,6250
4508053938_00010,Create Purchase Requisition Item,user_451,6240
4508053938_00010,Create Purchase Order Item,user_040,6248
4508053938_00010,Record Goods Receipt,user_029,6281
4508053940_00060,Create Purchase Requisition Item,user_451,6240
4508053940_00060,Create Purchase Order Item,user_040,6248
4508053940_00060,Vendor creates invoice,NONE,6264
4508053940_00060,Record Goods Receipt,user_029,6281
4508053941_00040,Create Purchase Order Item,user_164,6248
4508053941_00040,Record Goods Receipt,user_164,6250
4508053945_00040,Create Purchase Order Item,user_172,6248
4508053945_00040,Record Goods Receipt,user_172,6248
4508054086_00020,Create Purchase Order Item,user_286,6256
4508054086_00020,Vendor creates invoice,NONE,6360
4508054086_00020,Record Goods Receipt,user_044,6397
4508054121_00140,Create Purchase Order Item,user_164,6256
4508054121_00140,Vendor creates invoice,NONE,6408
4508054121_00140,Record Goods Receipt,user_164,6423
4508054132_00010,Create Purchase Order Item,batch_02,6257
4508054132_00010,Record Goods Receipt,user_380,6280
4508054136_00010,Create Purchase Order Item,user_286,6257
4508054136_00010,Vendor creates invoice,NONE,6864
4508054136_00010,Record Goods Receipt,user_044,6922
4508054157_00010,Create Purchase Requisition Item,user_451,6264
4508054157_00010,Create Purchase Order Item,user_042,6272
4508054157_00010,Record Goods Receipt,user_029,6391
4508054157_00020,Create Purchase Requisition Item,user_453,6264
4508054157_00020,Create Purchase Order Item,user_042,6272
4508054157_00020,Record Goods Receipt,user_029,6391
4508054201_00010,Create Purchase Order Item,batch_02,6274
4508054201_00010,Record Goods Receipt,user_144,6371
4508054201_00020,Create Purchase Order Item,batch_02,6274
4508054201_00020,Record Goods Receipt,user_144,6371
4508054248_00010,Create Purchase Order Item,batch_02,6276
4508054248_00010,Record Goods Receipt,user_144,6442
4508054250_00010,Create Purchase Order Item,batch_02,6276
4508054250_00010,Record Goods Receipt,user_144,6442
4508054299_00010,Create Purchase Requisition Item,batch_08,6240
4508054299_00010,Create Purchase Order Item,user_043,6278
4508054299_00010,Vendor creates invoice,NONE,7056
4508054299_00010,Change Quantity,user_043,7071
4508054299_00010,Record Goods Receipt,user_113,7230
4508054308_00010,Create Purchase Requisition Item,user_486,6240
4508054308_00010,Create Purchase Order Item,user_043,6278
4508054308_00010,Vendor creates invoice,NONE,7104
4508054308_00010,Record Goods Receipt,user_113,7211
4508054309_00010,Create Purchase Requisition Item,user_486,6240
4508054309_00010,Create Purchase Order Item,user_043,6278
4508054309_00010,Change Quantity,user_043,7788
4508054309_00010,Vendor creates invoice,NONE,7800
4508054309_00010,Record Goods Receipt,user_113,7882
4508054327_00010,Create Purchase Order Item,user_079,6280
4508054327_00010,Record Goods Receipt,user_188,6375
4508054359_00170,Create Purchase Requisition Item,user_451,6312
4508054359_00170,Create Purchase Order Item,user_042,6343
4508054359_00170,Vendor creates invoice,NONE,6384
4508054359_00170,Record Goods Receipt,user_029,6535
4508054359_00220,Create Purchase Requisition Item,user_451,6312
4508054359_00220,Create Purchase Order Item,user_042,6343
4508054359_00220,Vendor creates invoice,NONE,6384
4508054359_00220,Record Goods Receipt,user_029,6416
4508054359_00250,Create Purchase Requisition Item,user_451,6312
4508054359_00250,Create Purchase Order Item,user_042,6343
4508054359_00250,Vendor creates invoice,NONE,6384
4508054359_00250,Record Goods Receipt,user_029,6416
4508054359_00260,Create Purchase Requisition Item,user_451,6312
4508054359_00260,Create Purchase Order Item,user_042,6343
4508054359_00260,Vendor creates invoice,NONE,6384
4508054359_00260,Record Goods Receipt,user_029,6416
4508054359_00270,Create Purchase Requisition Item,user_451,6312
4508054359_00270,Create Purchase Order Item,user_042,6343
4508054359_00270,Change Price,user_042,6346
4508054359_00270,Vendor creates invoice,NONE,6384
4508054359_00270,Record Goods Receipt,user_029,6416
4508054359_00280,Create Purchase Requisition Item,user_451,6312
4508054359_00280,Create Purchase Order Item,user_042,6343
4508054359_00280,Change Price,user_042,6346
4508054359_00280,Vendor creates invoice,NONE,6384
4508054359_00280,Record Goods Receipt,user_029,6416
4508054359_00290,Create Purchase Requisition Item,user_453,6336
4508054359_00290,Create Purchase Order Item,user_042,6343
4508054359_00290,Vendor creates invoice,NONE,6384
4508054359_00290,Record Goods Receipt,user_029,6416
4508054359_00300,Create Purchase Requisition Item,user_451,6336
4508054359_00300,Create Purchase Order Item,user_042,6343
4508054359_00300,Change Price,user_042,6346
4508054359_00300,Vendor creates invoice,NONE,6384
4508054359_00300,Record Goods Receipt,user_029,6416
4508054359_00310,Create Purchase Requisition Item,user_453,6336
4508054359_00310,Create Purchase Order Item,user_042,6343
4508054359_00310,Vendor creates invoice,NONE,6384
4508054359_00310,Record Goods Receipt,user_029,6416
4508054359_00360,Create Purchase Requisition Item,user_453,6336
4508054359_00360,Create Purchase Order Item,user_042,6343
4508054359_00360,Vendor creates invoice,NONE,6384
4508054359_00360,Record Goods Receipt,user_029,6416
4508054359_00370,Create Purchase Requisition Item,user_453,6336
4508054359_00370,Create Purchase Order Item,user_042,6343
4508054359_00370,Vendor creates invoice,NONE,6384
4508054359_00370,Record Goods Receipt,user_029,6416
4508054359_00380,Create Purchase Order Item,user_042,6442
4508054359_00380,Record Goods Receipt,user_029,6511
4508054359_00390,Vendor creates invoice,NONE,6384
4508054359_00390,Create Purchase Order Item,user_042,6442
4508054359_00390,Record Goods Receipt,user_029,6511
4508054367_00030,Create Purchase Requisition Item,user_451,6312
4508054367_00030,Create Purchase Order Item,user_042,6344
4508054367_00030,Vendor creates invoice,NONE,6360
4508054367_00030,Record Goods Receipt,user_029,6377
4508054387_00020,Create Purchase Order Item,user_172,6344
4508054387_00020,Record Goods Receipt,user_172,6345
4508054389_00030,Create Purchase Order Item,user_172,6344
4508054389_00030,Record Goods Receipt,user_172,6345
4508054391_00070,Create Purchase Order Item,user_172,6344
4508054391_00070,Record Goods Receipt,user_172,6345
4508054407_00010,Create Purchase Requisition Item,user_451,6312
4508054407_00010,Create Purchase Order Item,user_040,6345
4508054407_00010,Vendor creates invoice,NONE,6360
4508054407_00010,Record Goods Receipt,user_029,6377
4508054413_00010,Create Purchase Requisition Item,user_453,6336
4508054413_00010,Create Purchase Order Item,user_040,6345
4508054413_00010,Vendor creates invoice,NONE,6360
4508054413_00010,Record Goods Receipt,user_029,6391
4508054416_00080,Create Purchase Order Item,user_172,6345
4508054416_00080,Record Goods Receipt,user_172,6586
4508054417_00010,Create Purchase Order Item,user_172,6345
4508054417_00010,Vendor creates invoice,NONE,6384
4508054417_00010,Record Goods Receipt,batch_12,6422
4508054417_00020,Create Purchase Order Item,user_172,6345
4508054417_00020,Vendor creates invoice,NONE,6384
4508054417_00020,Record Goods Receipt,batch_12,6422
4508054417_00030,Create Purchase Order Item,user_172,6345
4508054417_00030,Vendor creates invoice,NONE,6384
4508054417_00030,Record Goods Receipt,batch_12,6422
4508054420_00010,Create Purchase Order Item,user_172,6345
4508054420_00010,Record Goods Receipt,batch_12,6561
4508054420_00020,Create Purchase Order Item,user_172,6345
4508054420_00020,Record Goods Receipt,user_172,6345
4508054424_00010,Create Purchase Order Item,user_172,6345
4508054424_00010,Vendor creates invoice,NONE,6384
4508054424_00010,Record Goods Receipt,batch_12,6561
4508054424_00020,Create Purchase Order Item,user_172,6345
4508054424_00020,Vendor creates invoice,NONE,6408
4508054424_00020,Record Goods Receipt,batch_12,6511
4508054424_00030,Create Purchase Order Item,user_172,6345
4508054424_00030,Vendor creates invoice,NONE,6408
4508054424_00030,Record Goods Receipt,batch_12,6511
4508054431_00010,Create Purchase Order Item,user_142,6346
4508054431_00010,Record Goods Receipt,user_126,6346
4508054513_00010,Create Purchase Order Item,user_138,6348
4508054513_00010,Record Goods Receipt,user_138,6348
4508054553_00010,Create Purchase Order Item,user_138,6350
4508054553_00010,Record Goods Receipt,user_138,6350
4508054553_00020,Create Purchase Order Item,user_138,6350
4508054553_00020,Record Goods Receipt,user_138,6350
4508054582_00030,Vendor creates invoice,NONE,6408
4508054582_00030,Create Purchase Order Item,user_164,7071
4508054582_00030,Record Goods Receipt,user_164,7071
4508054584_00030,Vendor creates invoice,NONE,6528
4508054584_00030,Create Purchase Order Item,user_164,7070
4508054584_00030,Record Goods Receipt,user_164,7070
4508054585_00020,Create Purchase Order Item,user_138,6353
4508054585_00020,Record Goods Receipt,user_138,6353
4508054586_00010,Create Purchase Order Item,user_138,6353
4508054586_00010,Record Goods Receipt,user_138,6353
4508054587_00010,Create Purchase Order Item,user_138,6353
4508054587_00010,Record Goods Receipt,user_138,6353
4508054591_00010,Create Purchase Order Item,user_079,6353
4508054591_00010,Change Quantity,user_187,7043
4508054591_00010,Record Goods Receipt,user_188,7043
4508054591_00020,Create Purchase Order Item,user_079,6353
4508054591_00020,Record Goods Receipt,user_188,6733
4508054591_00040,Create Purchase Order Item,user_079,6353
4508054591_00040,Record Goods Receipt,user_188,6733
4508054619_00010,Create Purchase Requisition Item,batch_02,6360
4508054619_00010,Create Purchase Order Item,user_136,6367
4508054619_00010,Record Goods Receipt,batch_07,6512
4508054622_00010,Create Purchase Requisition Item,user_451,6360
4508054622_00010,Create Purchase Order Item,user_042,6367
4508054622_00010,Record Goods Receipt,user_029,6511
4508054622_00080,Create Purchase Requisition Item,user_451,6360
4508054622_00080,Create Purchase Order Item,user_042,6367
4508054622_00080,Record Goods Receipt,user_029,6511
4508054698_00010,Create Purchase Order Item,user_138,6370
4508054698_00010,Record Goods Receipt,user_138,6370
4508054716_00040,Create Purchase Order Item,user_142,6370
4508054716_00040,Vendor creates invoice,NONE,6576
4508054716_00040,Record Goods Receipt,user_080,6585
4508054716_00050,Create Purchase Order Item,user_142,6370
4508054716_00050,Vendor creates invoice,NONE,6600
4508054716_00050,Record Goods Receipt,user_080,6609
4508054716_00060,Create Purchase Order Item,user_142,6370
4508054716_00060,Vendor creates invoice,NONE,6576
4508054716_00060,Record Goods Receipt,user_080,6585
4508054716_00070,Create Purchase Order Item,user_142,6370
4508054716_00070,Vendor creates invoice,NONE,6576
4508054716_00070,Record Goods Receipt,user_080,6585
4508054717_00010,Create Purchase Requisition Item,user_154,6360
4508054717_00010,Create Purchase Order Item,user_142,6370
4508054717_00010,Vendor creates invoice,NONE,6936
4508054717_00010,Record Goods Receipt,user_080,6945
4508054731_00010,Create Purchase Order Item,user_079,6370
4508054731_00010,Record Goods Receipt,user_188,6899
4508054775_00010,Create Purchase Order Item,batch_02,6372
4508054775_00010,Record Goods Receipt,user_144,6441
4508054791_00010,Create Purchase Requisition Item,user_091,6360
4508054791_00010,Create Purchase Order Item,user_091,6372
4508054791_00010,Vendor creates invoice,NONE,6792
4508054791_00010,Record Goods Receipt,user_031,6881
4508054803_00010,Create Purchase Requisition Item,user_091,6360
4508054803_00010,Create Purchase Order Item,user_091,6373
4508054803_00010,Vendor creates invoice,NONE,6792
4508054803_00010,Record Goods Receipt,user_031,6877
4508054822_00010,Create Purchase Order Item,user_286,6373
4508054822_00010,Vendor creates invoice,NONE,6864
4508054822_00010,Record Goods Receipt,user_044,6949
4508054823_00010,Create Purchase Order Item,user_286,6373
4508054823_00010,Vendor creates invoice,NONE,6792
4508054823_00010,Record Goods Receipt,user_044,6895
4508054832_00010,Create Purchase Order Item,user_286,6373
4508054832_00010,Vendor creates invoice,NONE,6912
4508054832_00010,Record Goods Receipt,user_044,7020
4508054835_00010,Create Purchase Requisition Item,user_091,6360
4508054835_00010,Create Purchase Order Item,user_091,6373
4508054835_00010,Vendor creates invoice,NONE,6744
4508054835_00010,Record Goods Receipt,user_032,6779
4508054884_00020,Create Purchase Order Item,user_286,6375
4508054884_00020,Vendor creates invoice,NONE,7056
4508054884_00020,Record Goods Receipt,batch_06,7062
4508054886_00010,Create Purchase Requisition Item,user_480,6360
4508054886_00010,Create Purchase Order Item,user_286,6375
4508054886_00010,Vendor creates invoice,NONE,6720
4508054886_00010,Record Goods Receipt,batch_06,6762
4508054888_00010,Create Purchase Order Item,user_286,6375
4508054888_00010,Record Goods Receipt,batch_06,7285
4508054889_00040,Create Purchase Order Item,user_286,6375
4508054889_00040,Record Goods Receipt,batch_06,6901
4508054889_00050,Create Purchase Order Item,user_286,6375
4508054889_00050,Record Goods Receipt,batch_06,6901
4508054889_00060,Create Purchase Order Item,user_286,6375
4508054889_00060,Record Goods Receipt,batch_06,6901
4508054889_00070,Create Purchase Order Item,user_286,6375
4508054889_00070,Record Goods Receipt,batch_06,6901
4508054889_00080,Create Purchase Order Item,user_286,6375
4508054889_00080,Record Goods Receipt,batch_06,6736
4508054889_00090,Create Purchase Order Item,user_286,6375
4508054889_00090,Record Goods Receipt,batch_06,6901
4508054890_00010,Create Purchase Order Item,user_286,6375
4508054890_00010,Vendor creates invoice,NONE,6864
4508054890_00010,Record Goods Receipt,batch_06,6875
4508054944_00010,Create Purchase Requisition Item,user_451,6384
4508054944_00010,Create Purchase Order Item,user_042,6392
4508054944_00010,Vendor creates invoice,NONE,6456
4508054944_00010,Record Goods Receipt,user_029,6514
4508054944_00020,Create Purchase Requisition Item,user_451,6384
4508054944_00020,Create Purchase Order Item,user_042,6392
4508054944_00020,Change Price,user_042,6394
4508054944_00020,Vendor creates invoice,NONE,6456
4508054944_00020,Record Goods Receipt,user_029,6514
4508054944_00030,Create Purchase Requisition Item,user_451,6384
4508054944_00030,Create Purchase Order Item,user_042,6392
4508054944_00030,Change Price,user_042,6394
4508054944_00030,Vendor creates invoice,NONE,6456
4508054944_00030,Record Goods Receipt,user_029,6514
4508054944_00130,Create Purchase Requisition Item,user_453,6384
4508054944_00130,Create Purchase Order Item,user_042,6392
4508054944_00130,Vendor creates invoice,NONE,6456
4508054944_00130,Record Goods Receipt,user_029,6514
4508054944_00140,Create Purchase Requisition Item,user_451,6384
4508054944_00140,Create Purchase Order Item,user_042,6392
4508054944_00140,Change Price,user_042,6394
4508054944_00140,Vendor creates invoice,NONE,6456
4508054944_00140,Record Goods Receipt,user_029,6514
4508054944_00260,Create Purchase Requisition Item,user_451,6384
4508054944_00260,Create Purchase Order Item,user_042,6392
4508054944_00260,Change Price,user_042,6394
4508054944_00260,Vendor creates invoice,NONE,6456
4508054944_00260,Record Goods Receipt,user_029,6514
4508055018_00010,Create Purchase Requisition Item,user_271,6360
4508055018_00010,Create Purchase Order Item,user_208,6393
4508055018_00010,Record Goods Receipt,user_208,6511
4508055018_00020,Create Purchase Requisition Item,user_271,6360
4508055018_00020,Create Purchase Order Item,user_208,6393
4508055018_00020,Record Goods Receipt,user_208,6511
4508055090_00010,Create Purchase Order Item,user_138,6395
4508055090_00010,Record Goods Receipt,user_138,6395
4508055090_00020,Create Purchase Order Item,user_138,6395
4508055090_00020,Record Goods Receipt,user_138,6395
4508055090_00030,Create Purchase Order Item,user_138,6395
4508055090_00030,Record Goods Receipt,user_138,6395
4508055090_00040,Create Purchase Order Item,user_138,6395
4508055090_00040,Record Goods Receipt,user_138,6395
4508055098_00020,Create Purchase Order Item,user_138,6395
4508055098_00020,Record Goods Receipt,user_138,6395
4508055130_00030,Create Purchase Order Item,batch_02,6399
4508055130_00030,Vendor creates invoice,NONE,6648
4508055130_00030,Record Goods Receipt,user_144,6728
4508055166_00010,Create Purchase Order Item,user_043,6400
4508055166_00010,Record Goods Receipt,user_113,6415
4508055174_00010,Create Purchase Requisition Item,user_421,6312
4508055174_00010,Create Purchase Order Item,user_102,6400
4508055174_00010,Vendor creates invoice,NONE,7128
4508055174_00010,Record Goods Receipt,user_258,7191
4508055216_00060,Create Purchase Requisition Item,user_451,6408
4508055216_00060,Create Purchase Order Item,user_040,6416
4508055216_00060,Vendor creates invoice,NONE,6432
4508055216_00060,Record Goods Receipt,user_029,6449
4508055225_00110,Create Purchase Order Item,user_172,6416
4508055225_00110,Record Goods Receipt,user_172,6418
4508055227_00020,Create Purchase Order Item,user_172,6416
4508055227_00020,Record Goods Receipt,user_172,6418
4508055231_00120,Create Purchase Order Item,user_172,6416
4508055231_00120,Record Goods Receipt,user_172,6418
4508055236_00020,Create Purchase Order Item,user_172,6416
4508055236_00020,Record Goods Receipt,user_172,6418
4508055243_00030,Create Purchase Requisition Item,user_320,6408
4508055243_00030,Create Purchase Order Item,user_036,6416
4508055243_00030,Vendor creates invoice,NONE,6456
4508055243_00030,Record Goods Receipt,user_070,6537
4508055247_00040,Create Purchase Order Item,user_164,6417
4508055247_00040,Record Goods Receipt,user_164,6418
4508055267_00010,Create Purchase Order Item,user_138,6417
4508055267_00010,Record Goods Receipt,user_138,6417
4508055269_00040,Create Purchase Order Item,user_164,6417
4508055269_00040,Record Goods Receipt,user_164,6418
4508055270_00010,Create Purchase Order Item,user_138,6417
4508055270_00010,Record Goods Receipt,user_138,6417
4508055270_00020,Create Purchase Order Item,user_138,6417
4508055270_00020,Record Goods Receipt,user_138,6417
4508055271_00060,Create Purchase Order Item,user_164,6417
4508055271_00060,Record Goods Receipt,user_164,6418
4508055273_00030,Create Purchase Order Item,user_164,6417
4508055273_00030,Record Goods Receipt,user_164,6418
4508055337_00010,Create Purchase Requisition Item,user_091,6408
4508055337_00010,Create Purchase Order Item,user_091,6419
4508055337_00010,Vendor creates invoice,NONE,6888
4508055337_00010,Record Goods Receipt,user_031,6948
4508055365_00010,Create Purchase Order Item,user_142,6420
4508055365_00010,Record Goods Receipt,user_080,6733
4508055419_00010,Create Purchase Requisition Item,user_154,6408
4508055419_00010,Create Purchase Order Item,user_142,6422
4508055419_00010,Vendor creates invoice,NONE,6744
4508055419_00010,Record Goods Receipt,user_080,6755
4508055419_00030,Create Purchase Order Item,user_142,6422
4508055419_00030,Vendor creates invoice,NONE,6768
4508055419_00030,Record Goods Receipt,user_080,6777
4508055419_00040,Create Purchase Order Item,user_142,6422
4508055419_00040,Vendor creates invoice,NONE,6744
4508055419_00040,Record Goods Receipt,user_080,6755
4508055434_00010,Create Purchase Requisition Item,user_079,6408
4508055434_00010,Create Purchase Order Item,user_079,6423
4508055434_00010,Change Quantity,user_187,6609
4508055434_00010,Record Goods Receipt,user_188,6609
4508055444_00010,Create Purchase Requisition Item,user_043,6408
4508055444_00010,Create Purchase Order Item,user_043,6424
4508055444_00010,Vendor creates invoice,NONE,7200
4508055444_00010,Change Quantity,user_043,7214
4508055444_00010,Record Goods Receipt,batch_06,7359
4508055538_00020,Create Purchase Requisition Item,user_451,6432
4508055538_00020,Create Purchase Order Item,user_042,6439
4508055538_00020,Record Goods Receipt,user_029,6559
4508055548_00080,Create Purchase Requisition Item,batch_08,6432
4508055548_00080,Create Purchase Order Item,user_079,6440
4508055548_00080,Change Price,user_039,6539
4508055548_00080,Record Goods Receipt,user_188,6781
4508055555_00050,Create Purchase Requisition Item,batch_08,6432
4508055555_00050,Create Purchase Order Item,user_079,6440
4508055555_00050,Change Quantity,user_187,7018
4508055555_00050,Record Goods Receipt,user_188,7018
4508055556_00010,Create Purchase Order Item,user_138,6440
4508055556_00010,Record Goods Receipt,user_138,6440
4508055556_00020,Create Purchase Order Item,user_138,6440
4508055556_00020,Record Goods Receipt,user_138,6440
4508055586_00010,Create Purchase Requisition Item,user_373,6408
4508055586_00010,Create Purchase Order Item,user_036,6441
4508055586_00010,Change Quantity,user_320,6444
4508055586_00010,Vendor creates invoice,NONE,6528
4508055586_00010,Record Goods Receipt,user_070,6537
4508055586_00020,Create Purchase Requisition Item,user_373,6408
4508055586_00020,Create Purchase Order Item,user_036,6441
4508055586_00020,Change Quantity,user_320,6444
4508055586_00020,Vendor creates invoice,NONE,6528
4508055586_00020,Record Goods Receipt,user_070,6537
4508055686_00010,Create Purchase Requisition Item,batch_17,6432
4508055686_00010,Create Purchase Order Item,user_325,6445
4508055686_00010,Vendor creates invoice,NONE,6960
4508055686_00010,Record Goods Receipt,user_031,7068
4508055720_00010,Create Purchase Requisition Item,user_480,6432
4508055720_00010,Create Purchase Order Item,user_286,6447
4508055720_00010,Vendor creates invoice,NONE,6624
4508055720_00010,Record Goods Receipt,batch_06,6779
4508055729_00010,Create Purchase Order Item,user_286,6448
4508055729_00010,Vendor creates invoice,NONE,7200
4508055729_00010,Record Goods Receipt,user_044,7285
4508055730_00010,Create Purchase Order Item,user_286,6448
4508055730_00010,Vendor creates invoice,NONE,7032
4508055730_00010,Record Goods Receipt,user_044,7044
4508055732_00010,Create Purchase Order Item,user_286,6448
4508055732_00010,Record Goods Receipt,user_044,6922
4508055737_00050,Create Purchase Order Item,user_286,6448
4508055737_00050,Record Goods Receipt,batch_06,6709
4508055737_00060,Create Purchase Order Item,user_286,6448
4508055737_00060,Record Goods Receipt,batch_06,6709
4508055737_00070,Create Purchase Order Item,user_286,6448
4508055737_00070,Record Goods Receipt,batch_06,6709
4508055737_00080,Create Purchase Requisition Item,user_480,6432
4508055737_00080,Create Purchase Order Item,user_286,6448
4508055737_00080,Change Quantity,user_286,6541
4508055737_00080,Record Goods Receipt,batch_06,6901
4508055737_00090,Create Purchase Requisition Item,user_480,6432
4508055737_00090,Create Purchase Order Item,user_286,6448
4508055737_00090,Change Quantity,user_286,6541
4508055737_00090,Record Goods Receipt,batch_06,6873
4508055737_00140,Create Purchase Order Item,user_286,6448
4508055737_00140,Record Goods Receipt,batch_06,6853
4508055738_00020,Create Purchase Order Item,user_286,6448
4508055738_00020,Vendor creates invoice,NONE,6600
4508055738_00020,Record Goods Receipt,batch_06,6612
4508055738_00060,Create Purchase Order Item,user_286,6448
4508055738_00060,Vendor creates invoice,NONE,6936
4508055738_00060,Record Goods Receipt,batch_06,6946
4508055738_00070,Create Purchase Order Item,user_286,6448
4508055738_00070,Vendor creates invoice,NONE,6600
4508055738_00070,Record Goods Receipt,batch_06,6612
4508055740_00010,Create Purchase Requisition Item,batch_08,6432
4508055740_00010,Create Purchase Order Item,user_286,6448
4508055740_00010,Vendor creates invoice,NONE,7584
4508055740_00010,Record Goods Receipt,batch_06,7691
4508055797_00120,Create Purchase Requisition Item,user_451,6480
4508055797_00120,Create Purchase Order Item,user_038,6512
4508055797_00120,Vendor creates invoice,NONE,6552
4508055797_00120,Record Goods Receipt,user_029,6559
4508055797_00230,Create Purchase Requisition Item,user_451,6480
4508055797_00230,Create Purchase Order Item,user_038,6512
4508055797_00230,Vendor creates invoice,NONE,6552
4508055797_00230,Record Goods Receipt,user_029,6559
4508055797_00240,Create Purchase Requisition Item,user_451,6480
4508055797_00240,Create Purchase Order Item,user_038,6512
4508055797_00240,Change Price,user_038,6518
4508055797_00240,Vendor creates invoice,NONE,6552
4508055797_00240,Record Goods Receipt,user_029,6559
4508055797_00250,Create Purchase Requisition Item,user_451,6480
4508055797_00250,Create Purchase Order Item,user_038,6512
4508055797_00250,Change Price,user_038,6518
4508055797_00250,Vendor creates invoice,NONE,6552
4508055797_00250,Record Goods Receipt,user_029,6559
4508055797_00260,Create Purchase Requisition Item,user_451,6480
4508055797_00260,Create Purchase Order Item,user_038,6512
4508055797_00260,Change Price,user_038,6518
4508055797_00260,Vendor creates invoice,NONE,6552
4508055797_00260,Record Goods Receipt,user_029,6559
4508055797_00270,Create Purchase Requisition Item,user_451,6480
4508055797_00270,Create Purchase Order Item,user_038,6512
4508055797_00270,Change Price,user_038,6518
4508055797_00270,Vendor creates invoice,NONE,6552
4508055797_00270,Record Goods Receipt,user_029,6559
4508055797_00290,Create Purchase Requisition Item,user_451,6480
4508055797_00290,Create Purchase Order Item,user_038,6512
4508055797_00290,Vendor creates invoice,NONE,6552
4508055797_00290,Record Goods Receipt,user_029,6559
4508055797_00330,Create Purchase Requisition Item,user_451,6504
4508055797_00330,Create Purchase Order Item,user_038,6512
4508055797_00330,Vendor creates invoice,NONE,6552
4508055797_00330,Record Goods Receipt,user_029,6559
4508055797_00340,Create Purchase Requisition Item,user_453,6504
4508055797_00340,Create Purchase Order Item,user_038,6512
4508055797_00340,Vendor creates invoice,NONE,6552
4508055797_00340,Record Goods Receipt,user_029,6559
4508055847_00030,Create Purchase Order Item,user_164,6513
4508055847_00030,Record Goods Receipt,user_164,6514
4508055853_00010,Create Purchase Order Item,user_138,6513
4508055853_00010,Record Goods Receipt,user_138,6536
4508055853_00030,Create Purchase Order Item,user_138,6513
4508055853_00030,Record Goods Receipt,user_138,6536
4508055855_00040,Create Purchase Order Item,user_164,6513
4508055855_00040,Record Goods Receipt,user_164,6514
4508055856_00010,Create Purchase Order Item,user_172,6513
4508055856_00010,Record Goods Receipt,batch_12,6683
4508055856_00020,Create Purchase Order Item,user_172,6513
4508055856_00020,Record Goods Receipt,batch_12,6683
4508055856_00030,Create Purchase Order Item,user_172,6513
4508055856_00030,Record Goods Receipt,batch_12,6683
4508055856_00040,Create Purchase Order Item,user_172,6513
4508055856_00040,Record Goods Receipt,batch_12,6683
4508055856_00050,Create Purchase Order Item,user_172,6513
4508055856_00050,Record Goods Receipt,batch_12,6683
4508055856_00060,Create Purchase Order Item,user_172,6513
4508055856_00060,Record Goods Receipt,batch_12,6683
4508055856_00070,Create Purchase Order Item,user_172,6513
4508055856_00070,Record Goods Receipt,batch_12,6683
4508055856_00080,Create Purchase Order Item,user_172,6513
4508055856_00080,Record Goods Receipt,batch_12,6683
4508055856_00110,Create Purchase Order Item,user_172,6513
4508055856_00110,Record Goods Receipt,user_172,6513
4508055858_00050,Create Purchase Order Item,user_164,6513
4508055858_00050,Record Goods Receipt,user_164,6514
4508055864_00060,Create Purchase Order Item,user_164,6513
4508055864_00060,Record Goods Receipt,user_164,6514
4508055866_00130,Create Purchase Order Item,user_164,6513
4508055866_00130,Record Goods Receipt,user_164,6514
4508055869_00050,Create Purchase Requisition Item,user_154,6504
4508055869_00050,Create Purchase Order Item,user_079,6514
4508055869_00050,Record Goods Receipt,user_188,6781
4508055869_00060,Create Purchase Requisition Item,user_154,6504
4508055869_00060,Create Purchase Order Item,user_079,6514
